ID	gene_family	genbank_protein_accession	genbank_nucleotide_accession	class	subclass	pubmed_reference	product_name	Resistance Mechanism
AAC46147.1	yfeA	AAC46147.1	U50597.1				iron/manganese ABC transporter substrate-binding protein YfeA	-
AAC46148.1	yfeB	AAC46148.1	U50597.1				iron/manganese ABC transporter ATP-binding protein YfeB	-
AAC46150.1	yfeD	AAC46150.1	U50597.1				iron/manganese ABC transporter permease subunit YfeD	-
AAQ90017.1	ymoA	AAQ90017.1	AY387659.1				expression modulating protein YmoA	-
AAK69211.1	yopB	AAK69211.1	AF336309.1				type III secretion system translocon subunit YopB	-
AAK69210.1	yopD	AAK69210.1	AF336309.1				type III secretion system translocon subunit YopD	-
AJJ21471.1	yopE	AJJ21471.1	CP009845.1				type III secretion system effector GTPase activator YopE	-
AJJ21453.1	yopH	AJJ21453.1	CP009845.1				T3SS effector protein-tyrosine-phosphatase YopH	-
AAN37537.1	yopJ	AAN37537.1	AY150843.2				YopJ/YopP family T3SS effector serine/threonine acetyltransferase	-
AKN09807.1	yopJ	AKN09807.1	KR088867.1				YopJ/YopP family T3SS effector serine/threonine acetyltransferase	-
AJJ21446.1	yopM	AJJ21446.1	CP009845.1				type III secretion system effector YopM	-
CFQ25321.1	yopO	CFQ25321.1	CGBC01000084.1				type III secretion system effector protein kinase YopO/YpkA	-
AJJ21466.1	yopT	AJJ21466.1	CP009845.1				T3SS effector cysteine protease YopT	-
AAA18472.1	ystA	AAA18472.1	U09235.1				ST-I family heat-stable enterotoxin YstA	-
BAA13544.1	ystB	BAA13544.1	D88145.1				ST-I family heat-stable enterotoxin YstB	-
BAA23656.1	ystC	BAA23656.1	D63578.1				ST-I family heat-stable enterotoxin YstC	-
ACG60763.1	zbmA	ACG60763.1	EU670723.1	BLEOMYCIN	ZORBAMYCIN		zorbamycin binding protein ZbmA	-
MTV43544.1	pbp1a	MTV43544.1	WNHU01000041.1	BETA-LACTAM	BETA-LACTAM		Streptococcus pneumoniae penicillin-binding protein PBP1A1	-
SUO36701.1	pbp1a	SUO36701.1	UHGV01000002.1	BETA-LACTAM	BETA-LACTAM		Streptococcus pneumoniae penicillin-binding protein PBP1A3	-
ADM83986.1	pbp1a	ADM83986.1	CP002121.1	BETA-LACTAM	BETA-LACTAM		Streptococcus pneumoniae penicillin-binding protein PBP1A2	-
AAK74536.1	pbp1a	AAK74536.1	AE005672.3	BETA-LACTAM	BETA-LACTAM		Streptococcus pneumoniae penicillin-binding protein PBP1A0	-
SUN90660.1	pbp1a	SUN90660.1	UHGB01000001.1	BETA-LACTAM	BETA-LACTAM		Streptococcus pneumoniae penicillin-binding protein PBP1A11	-
SUN89985.1	pbp1a	SUN89985.1	UHFY01000001.1	BETA-LACTAM	BETA-LACTAM		Streptococcus pneumoniae penicillin-binding protein PBP1A12	-
CTN64071.1	pbp1a	CTN64071.1	CNZD02000033.1	BETA-LACTAM	BETA-LACTAM		Streptococcus pneumoniae penicillin-binding protein PBP1A9	-
AAA25463.1	pbp2	AAA25463.1	M32091.1	BETA-LACTAM	BETA-LACTAM		Neisseria gonorrhoeae penicillin-binding protein PBP2	-
SUO08321.1	pbp2b	SUO08321.1	UHGI01000001.1	BETA-LACTAM	BETA-LACTAM		Streptococcus pneumoniae penicillin-binding protein PBP2B0	-
CBW33123.1	pbp2b	CBW33123.1	FQ312027.1	BETA-LACTAM	BETA-LACTAM		Streptococcus pneumoniae penicillin-binding protein PBP2B3	-
EJG35019.1	pbp2b	EJG35019.1	ALAW01000018.1	BETA-LACTAM	BETA-LACTAM		Streptococcus pneumoniae penicillin-binding protein PBP2B2	-
ADM85262.1	pbp2b	ADM85262.1	CP002121.1	BETA-LACTAM	BETA-LACTAM		Streptococcus pneumoniae penicillin-binding protein PBP2B6	-
CXF06025.1	pbp2b	CXF06025.1	FFQV01000008.1	BETA-LACTAM	BETA-LACTAM		Streptococcus pneumoniae penicillin-binding protein PBP2B4	-
VJH99099.1	pbp2b	VJH99099.1	FHTX02000001.1	BETA-LACTAM	BETA-LACTAM		Streptococcus pneumoniae penicillin-binding protein PBP2B5	-
EJH07906.1	pbp2x	EJH07906.1	ALCO01000001.1	BETA-LACTAM	BETA-LACTAM		Streptococcus pneumoniae penicillin-binding protein PBP2X59	-
OIB10928.1	pbp2x	OIB10928.1	MLGJ01000011.1	BETA-LACTAM	BETA-LACTAM		Streptococcus pneumoniae penicillin-binding protein PBP2X2	-
NMG91507.1	pbp2x	NMG91507.1	JAAAQR010000224.1	BETA-LACTAM	BETA-LACTAM		Streptococcus pneumoniae penicillin-binding protein PBP2X4	-
ADM83960.1	pbp2x	ADM83960.1	CP002121.1	BETA-LACTAM	BETA-LACTAM		Streptococcus pneumoniae penicillin-binding protein PBP2X0	-
CTF03593.1	pbp2x	CTF03593.1	CNXL02000011.1	BETA-LACTAM	BETA-LACTAM		Streptococcus pneumoniae penicillin-binding protein PBP2X10	-
AAK74511.1	pbp2x	AAK74511.1	AE005672.3	BETA-LACTAM	BETA-LACTAM		Streptococcus pneumoniae penicillin-binding protein PBP2X3	-
SUO05487.1	pbp2x	SUO05487.1	UHGH01000001.1	BETA-LACTAM	BETA-LACTAM		Streptococcus pneumoniae penicillin-binding protein PBP2X6	-
VDG79030.1	pbp2x	VDG79030.1	UYIP01000001.1	BETA-LACTAM	BETA-LACTAM		Streptococcus pneumoniae penicillin-binding protein PBP2X5	-
KYA87151.1	pbp2x	KYA87151.1	LJMO01000139.1	BETA-LACTAM	BETA-LACTAM		Streptococcus pneumoniae penicillin-binding protein PBP2X23	-
OCQ83618.1	pbp2x	OCQ83618.1	LWGW01000042.1	BETA-LACTAM	BETA-LACTAM		Streptococcus pneumoniae penicillin-binding protein PBP2X27	-
CTH70606.1	pbp2x	CTH70606.1	CNPV02000129.1	BETA-LACTAM	BETA-LACTAM		Streptococcus pneumoniae penicillin-binding protein PBP2X12	-
VMM09393.1	pbp2x	VMM09393.1	FHSK02000014.1	BETA-LACTAM	BETA-LACTAM		Streptococcus pneumoniae penicillin-binding protein PBP2X17	-
	16S		U00096.3	AMINOGLYCOSIDE	STREPTOMYCIN	3054810	16S ribosomal RNA	-
	16S		U00096.3	AMINOGLYCOSIDE	STREPTOMYCIN	16269538	16S ribosomal RNA	-
	16S		U00096.3	AMINOGLYCOSIDE	STREPTOMYCIN	16269538	16S ribosomal RNA	-
	16S		U00096.3	AMINOGLYCOSIDE	KASUGAMYCIN	10512710	16S ribosomal RNA	-
	16S		U00096.3	AMINOGLYCOSIDE	KASUGAMYCIN	10512710	16S ribosomal RNA	-
	16S		U00096.3	AMINOGLYCOSIDE	KASUGAMYCIN	10512710	16S ribosomal RNA	-
	16S		U00096.3	AMINOGLYCOSIDE	KASUGAMYCIN	10512710	16S ribosomal RNA	-
	16S		U00096.3	AMINOGLYCOSIDE	KASUGAMYCIN	10512710	16S ribosomal RNA	-
	16S		U00096.3	TETRACYCLINE	TETRACYCLINE	16269538	16S ribosomal RNA	-
	16S		U00096.3	TETRACYCLINE	TETRACYCLINE	16269538	16S ribosomal RNA	-
	16S		U00096.3	TETRACYCLINE	TETRACYCLINE	16269538	16S ribosomal RNA	-
	16S		U00096.3	TETRACYCLINE	TETRACYCLINE	16269538	16S ribosomal RNA	-
	16S		U00096.3	TETRACYCLINE	TETRACYCLINE	9661007	16S ribosomal RNA	-
	16S		U00096.3	AMINOGLYCOSIDE	SPECTINOMYCIN	8127669	16S ribosomal RNA	-
	16S		U00096.3	AMINOGLYCOSIDE	SPECTINOMYCIN	8127669	16S ribosomal RNA	-
	16S		U00096.3	AMINOGLYCOSIDE	SPECTINOMYCIN	8127669	16S ribosomal RNA	-
	16S		U00096.3	AMINOGLYCOSIDE	SPECTINOMYCIN	8127669	16S ribosomal RNA	-
	16S		U00096.3	AMINOGLYCOSIDE	SPECTINOMYCIN	16269538	16S ribosomal RNA	-
	16S		U00096.3	AMINOGLYCOSIDE	SPECTINOMYCIN		16S ribosomal RNA	-
	16S		U00096.3	AMINOGLYCOSIDE	SPECTINOMYCIN		16S ribosomal RNA	-
	16S		U00096.3	AMINOGLYCOSIDE	SPECTINOMYCIN	6330677	16S ribosomal RNA	-
	16S		U00096.3	AMINOGLYCOSIDE	G418/TOBRAMYCIN		16S ribosomal RNA	-
	16S		U00096.3	AMINOGLYCOSIDE	GENTAMICIN C/NEOMYCIN/PAROMOMYCIN	11502507	16S ribosomal RNA	-
	16S		U00096.3	EDEINE	EDEINE	16269538	16S ribosomal RNA	-
	16S		U00096.3	AMINOGLYCOSIDE	KASUGAMYCIN	10512710	16S ribosomal RNA	-
	16S		U00096.3	AMINOGLYCOSIDE	KASUGAMYCIN	10512710	16S ribosomal RNA	-
	16S		U00096.3	AMINOGLYCOSIDE	KASUGAMYCIN	10512710	16S ribosomal RNA	-
	16S		AP019853.2	AMINOGLYCOSIDE	SPECTINOMYCIN	2138078	16S ribosomal RNA	-
	16S		AE006468.2	AMINOGLYCOSIDE	SPECTINOMYCIN		16S ribosomal RNA	-
	16S		AE006468.2	AMINOGLYCOSIDE	SPECTINOMYCIN		16S ribosomal RNA	-
	23S		AL111168.1	MACROLIDE	MACROLIDE		23S ribosomal RNA	-
	23S		CP004066.1	MACROLIDE	MACROLIDE		23S ribosomal RNA	-
	23S		AL111168.1	MACROLIDE	MACROLIDE		23S ribosomal RNA	-
	23S		CP004066.1	MACROLIDE	MACROLIDE		23S ribosomal RNA	-
	23S		AL111168.1	MACROLIDE	MACROLIDE		23S ribosomal RNA	-
	23S		CP004066.1	MACROLIDE	MACROLIDE		23S ribosomal RNA	-
	23S		AL111168.1	MACROLIDE	MACROLIDE		23S ribosomal RNA	-
	23S		CP004066.1	MACROLIDE	MACROLIDE		23S ribosomal RNA	-
	23S		AL111168.1	MACROLIDE	MACROLIDE		23S ribosomal RNA	-
	23S		CP004066.1	MACROLIDE	MACROLIDE		23S ribosomal RNA	-
	23S		CP019870.1	LINCOSAMIDE/MACROLIDE	CLINDAMYCIN/ERYTHROMYCIN	17509804	23S ribosomal RNA	-
	23S		CP041738.1	OXAZOLIDINONE	LINEZOLID	30863844	23S ribosomal RNA	-
	23S		CP041738.1	OXAZOLIDINONE	LINEZOLID	30863844	23S ribosomal RNA	-
	23S		CP041261.3	OXAZOLIDINONE	LINEZOLID	30863844	23S ribosomal RNA	-
	23S		CP041261.3	OXAZOLIDINONE	LINEZOLID	30863844	23S ribosomal RNA	-
	23S		AE014075.1	MACROLIDE	ERYTHROMYCIN/TELITHROMYCIN	10027979	23S ribosomal RNA	-
	23S		AE014075.1	LINCOSAMIDE/OXAZOLIDINONE	CLINDAMYCIN/LINEZOLID		23S ribosomal RNA	-
	23S		AE014075.1	OXAZOLIDINONE	LINEZOLID	10986233	23S ribosomal RNA	-
	23S		AE014075.1	MACROLIDE/OXAZOLIDINONE	CLARITHROMYCIN/LINEZOLID		23S ribosomal RNA	-
	23S		AE014075.1	MULTIDRUG	CHLORAMPHENICOL/ERYTHROMYCIN/TELITHROMYCIN	3886627	23S ribosomal RNA	-
	23S		AE014075.1	MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN/TELITHROMYCIN		23S ribosomal RNA	-
	23S		AE014075.1	MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN/TELITHROMYCIN		23S ribosomal RNA	-
	23S		AE014075.1	OXAZOLIDINONE	LINEZOLID	10986233	23S ribosomal RNA	-
	23S		AE014075.1	MACROLIDE	TELITHROMYCIN		23S ribosomal RNA	-
	23S		AE014075.1	MACROLIDE	ERYTHROMYCIN/TELITHROMYCIN	1569089	23S ribosomal RNA	-
	23S		AE004969.1	MACROLIDE	AZITHROMYCIN	20585125	23S ribosomal RNA	-
	23S		AE004969.1	MACROLIDE	AZITHROMYCIN	30917979	23S ribosomal RNA	-
	23S		AE004969.1	MACROLIDE	AZITHROMYCIN	31040249	23S ribosomal RNA	-
	23S		AE004969.1	MACROLIDE	AZITHROMYCIN	12183262	23S ribosomal RNA	-
	23S		CP009828.1	OXAZOLIDINONE	LINEZOLID		23S ribosomal RNA	-
	23S		CP009828.1	OXAZOLIDINONE	LINEZOLID		23S ribosomal RNA	-
	23S		CP009828.1	OXAZOLIDINONE	LINEZOLID		23S ribosomal RNA	-
	23S		CP009828.1	OXAZOLIDINONE	LINEZOLID		23S ribosomal RNA	-
	23S		CP009828.1	OXAZOLIDINONE	LINEZOLID		23S ribosomal RNA	-
	23S		CP009828.1	OXAZOLIDINONE	LINEZOLID		23S ribosomal RNA	-
	23S		CP009828.1	OXAZOLIDINONE	LINEZOLID		23S ribosomal RNA	-
	23S		CP009828.1	OXAZOLIDINONE	LINEZOLID		23S ribosomal RNA	-
	23S		CP009828.1	OXAZOLIDINONE	LINEZOLID		23S ribosomal RNA	-
	23S		CP009828.1	OXAZOLIDINONE	LINEZOLID		23S ribosomal RNA	-
	23S		CP009828.1	OXAZOLIDINONE	LINEZOLID		23S ribosomal RNA	-
	23S		CP018347.1	MACROLIDE	MACROLIDE	10898684	23S ribosomal RNA	-
	23S		CP018347.1	MACROLIDE	MACROLIDE	10898684	23S ribosomal RNA	-
	23S		CP018347.1	MACROLIDE/STREPTOGRAMIN	MACROLIDE/STREPTOGRAMIN	11120988	23S ribosomal RNA	-
	23S		CP018347.1	MACROLIDE	MACROLIDE	10898684	23S ribosomal RNA	-
	23S		CP018347.1	MACROLIDE	MACROLIDE	10898684	23S ribosomal RNA	-
CAL35796.1	50S_L22	CAL35796.1	AL111168.1	MACROLIDE	ERYTHROMYCIN		50S ribosomal protein L22	-
AJW59082.1	50S_L22	AJW59082.1	CP011015.1	MACROLIDE	MACROLIDE		50S ribosomal protein L22	-
CAL35796.1	50S_L22	CAL35796.1	AL111168.1	MACROLIDE	MACROLIDE		50S ribosomal protein L22	-
AJW59082.1	50S_L22	AJW59082.1	CP011015.1	MACROLIDE	MACROLIDE		50S ribosomal protein L22	-
CAL35796.1	50S_L22	CAL35796.1	AL111168.1	MACROLIDE	MACROLIDE		50S ribosomal protein L22	-
AJW59082.1	50S_L22	AJW59082.1	CP011015.1	MACROLIDE	MACROLIDE		50S ribosomal protein L22	-
CAL35796.1	50S_L22	CAL35796.1	AL111168.1	MACROLIDE	MACROLIDE		50S ribosomal protein L22	-
AJW59082.1	50S_L22	AJW59082.1	CP011015.1	MACROLIDE	MACROLIDE		50S ribosomal protein L22	-
CAL35796.1	50S_L22	CAL35796.1	AL111168.1	MACROLIDE	MACROLIDE		50S ribosomal protein L22	-
AJW59082.1	50S_L22	AJW59082.1	CP011015.1	MACROLIDE	MACROLIDE		50S ribosomal protein L22	-
CAL35796.1	50S_L22	CAL35796.1	AL111168.1	MACROLIDE	MACROLIDE		50S ribosomal protein L22	-
OTD55746.1	acrB	OTD55746.1	NENT01000005.1	TETRACYCLINE	TIGECYCLINE	30519062	multidrug efflux RND transporter permease subunit AcrB	-
OTD55746.1	acrB	OTD55746.1	NENT01000005.1	MACROLIDE	AZITHROMYCIN/CLARITHROMYCIN/ERYTHROMYCIN	35311521	multidrug efflux RND transporter permease subunit AcrB	-
OTD55746.1	acrB	OTD55746.1	NENT01000005.1	MACROLIDE	AZITHROMYCIN/CLARITHROMYCIN/ERYTHROMYCIN	35311521	multidrug efflux RND transporter permease subunit AcrB	-
ALG17083.1	acrB	ALG17083.1	CP012091.1	MACROLIDE	AZITHROMYCIN	31730615	multidrug efflux RND transporter permease subunit AcrB	-
ALG17083.1	acrB	ALG17083.1	CP012091.1	MACROLIDE	AZITHROMYCIN	31730615	multidrug efflux RND transporter permease subunit AcrB	-
AAC73566.1	acrR	AAC73566.1	U00096.3	MULTIDRUG	AMPICILLIN/CHLORAMPHENICOL/QUINOLONE/RIFAMPIN/TETRACYCLINE		transcriptional regulator AcrR	-
ABR75897.1	acrR	ABR75897.1	CP000647.1	TETRACYCLINE	TIGECYCLINE	25182649	transcriptional regulator AcrR	-
ABR75897.1	acrR	ABR75897.1	CP000647.1	TETRACYCLINE	TIGECYCLINE	25182649	transcriptional regulator AcrR	-
ABR75897.1	acrR	ABR75897.1	CP000647.1	TETRACYCLINE	TIGECYCLINE	25182649	transcriptional regulator AcrR	-
UMO35973.1	adeL	UMO35973.1	CP091335.1	TETRACYCLINE	TIGECYCLINE	35704614	multidrug efflux transcriptional repressor AdeL	-
	adeR		JNOT01000030.1	EFFLUX	EFFLUX	20921306	efflux system response regulator transcription factor AdeR	-
	adeR		JNOT01000030.1	EFFLUX	EFFLUX	23587960	efflux system response regulator transcription factor AdeR	-
	adeR		JNOT01000030.1	EFFLUX	EFFLUX	27247231	efflux system response regulator transcription factor AdeR	-
	adeR		JNOT01000030.1	EFFLUX	EFFLUX	15328088	efflux system response regulator transcription factor AdeR	-
	adeR		JNOT01000030.1	EFFLUX	EFFLUX	23587960	efflux system response regulator transcription factor AdeR	-
	adeR		JNOT01000030.1	EFFLUX	EFFLUX	23587960	efflux system response regulator transcription factor AdeR	-
	adeS		JNOT01000030.1	TETRACYCLINE	TIGECYCLINE	35704614	two-component sensor histidine kinase AdeS	-
	adeS		JNOT01000030.1	EFFLUX	EFFLUX	23587960	two-component sensor histidine kinase AdeS	-
	adeS		JNOT01000030.1	EFFLUX	EFFLUX	23587960	two-component sensor histidine kinase AdeS	-
	adeS		JNOT01000030.1	EFFLUX	EFFLUX	15328088	two-component sensor histidine kinase AdeS	-
	adeS		JNOT01000030.1	EFFLUX	EFFLUX	23587960	two-component sensor histidine kinase AdeS	-
	adeS		JNOT01000030.1	EFFLUX	EFFLUX	23587960	two-component sensor histidine kinase AdeS	-
	adeS		JNOT01000030.1	EFFLUX	EFFLUX	23587960	two-component sensor histidine kinase AdeS	-
	adeS		JNOT01000030.1	EFFLUX	EFFLUX	23587960	two-component sensor histidine kinase AdeS	-
AAG08584.1	amgS	AAG08584.1	AE004091.2	AMINOGLYCOSIDE	AMIKACIN/TOBRAMYCIN	25450797,23459488,31570397	two-component system sensor histidine kinase AmgS	-
AAG08584.1	amgS	AAG08584.1	AE004091.2	AMINOGLYCOSIDE	AMIKACIN/TOBRAMYCIN	25450797,23459488	two-component system sensor histidine kinase AmgS	-
AAG08584.1	amgS	AAG08584.1	AE004091.2	BETA-LACTAM	CARBAPENEM	31570397	two-component system sensor histidine kinase AmgS	-
	ampC		CP041538.1	BETA-LACTAM	CEPHALOSPORIN	21653764,7010184	ampC/blaEC promoter region	-
	ampC		CP041538.1	BETA-LACTAM	CEPHALOSPORIN	21653764,7010184	ampC/blaEC promoter region	-
	ampC		CP041538.1	BETA-LACTAM	CEPHALOSPORIN	21653764,7010184	ampC/blaEC promoter region	-
	ampC		CP041538.1	BETA-LACTAM	CEPHALOSPORIN	21653764,7010184	ampC/blaEC promoter region	-
	ampC		CP041538.1	BETA-LACTAM	CEPHALOSPORIN	21653764,7010184	ampC/blaEC promoter region	-
	ampC		CP041538.1	BETA-LACTAM	CEPHALOSPORIN	21653764,7010184	ampC/blaEC promoter region	-
	ampC		CP041538.1	BETA-LACTAM	CEPHALOSPORIN		ampC/blaEC promoter region	-
	ampC		CP041538.1	BETA-LACTAM	CEPHALOSPORIN		ampC/blaEC promoter region	-
	ampC		CP041538.1	BETA-LACTAM	CEPHALOSPORIN	12234856	ampC/blaEC promoter region	-
CAR53753.1	ampD	CAR53753.1	AM747720.1	BETA-LACTAM	CEPHALOSPORIN	26416862	1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD	-
CAR53753.1	ampD	CAR53753.1	AM747720.1	BETA-LACTAM	CEPHALOSPORIN	26416862	1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD	-
CAR53753.1	ampD	CAR53753.1	AM747720.1	BETA-LACTAM	CEPHALOSPORIN	26416862	1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD	-
CAR53753.1	ampD	CAR53753.1	AM747720.1	BETA-LACTAM	CEPHALOSPORIN	26416862	1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD	-
CAR53753.1	ampD	CAR53753.1	AM747720.1	BETA-LACTAM	CEPHALOSPORIN	26416862	1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD	-
CAR53753.1	ampD	CAR53753.1	AM747720.1	BETA-LACTAM	CEPHALOSPORIN	26416862	1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD	-
CAR53753.1	ampD	CAR53753.1	AM747720.1	BETA-LACTAM	CEPHALOSPORIN	26416862	1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD	-
CAR53753.1	ampD	CAR53753.1	AM747720.1	BETA-LACTAM	CEPHALOSPORIN	26416862	1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD	-
CAR53753.1	ampD	CAR53753.1	AM747720.1	BETA-LACTAM	CEPHALOSPORIN	26416862	1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD	-
CAR53753.1	ampD	CAR53753.1	AM747720.1	BETA-LACTAM	CEPHALOSPORIN	26416862	1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD	-
CAR53753.1	ampD	CAR53753.1	AM747720.1	BETA-LACTAM	CEPHALOSPORIN	26416862	1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD	-
CAR53753.1	ampD	CAR53753.1	AM747720.1	BETA-LACTAM	CEPHALOSPORIN	26416862	1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD	-
CAR53753.1	ampD	CAR53753.1	AM747720.1	BETA-LACTAM	CEPHALOSPORIN	26416862	1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD	-
CAR53753.1	ampD	CAR53753.1	AM747720.1	BETA-LACTAM	CEPHALOSPORIN	26416862	1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD	-
CAR53753.1	ampD	CAR53753.1	AM747720.1	BETA-LACTAM	CEPHALOSPORIN	26416862	1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD	-
AAG07910.1	ampD	AAG07910.1	AE004091.2	BETA-LACTAM	CEPHALOSPORIN	19325877,27572404	beta-lactamase expression regulator AmpD	-
AAG07910.1	ampD	AAG07910.1	AE004091.2	BETA-LACTAM	CEPHALOSPORIN	27572404	beta-lactamase expression regulator AmpD	-
AAG07910.1	ampD	AAG07910.1	AE004091.2	BETA-LACTAM	CEPHALOSPORIN	27736752	beta-lactamase expression regulator AmpD	-
AAG07910.1	ampD	AAG07910.1	AE004091.2	BETA-LACTAM	CARBAPENEM	37823665	beta-lactamase expression regulator AmpD	-
AAG07910.1	ampD	AAG07910.1	AE004091.2	BETA-LACTAM	CEPHALOSPORIN	27736752	beta-lactamase expression regulator AmpD	-
AAG07910.1	ampD	AAG07910.1	AE004091.2	BETA-LACTAM	CEPHALOSPORIN	16251318,27572404	beta-lactamase expression regulator AmpD	-
AAG07910.1	ampD	AAG07910.1	AE004091.2	BETA-LACTAM	CEPHALOSPORIN/TAZOBACTAM	37695298	beta-lactamase expression regulator AmpD	-
ABJ13379.1	ampR	ABJ13379.1	CP000438.1	BETA-LACTAM	CEPHALOSPORIN	31355848	transcriptional regulator AmpR	-
ABJ13379.1	ampR	ABJ13379.1	CP000438.1	BETA-LACTAM	CEPHALOSPORIN	25182487	transcriptional regulator AmpR	-
ABJ13379.1	ampR	ABJ13379.1	CP000438.1	BETA-LACTAM	CEPHALOSPORIN	23045355	transcriptional regulator AmpR	-
ONZ00720.1	amrR	ONZ00720.1	MUVJ01000093.1	AMINOGLYCOSIDE	AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN	24393536	TetR family transcriptional regulator AmrR	-
ONZ00720.1	amrR	ONZ00720.1	MUVJ01000093.1	BETA-LACTAM/PHENICOL/QUINOLONE	CHLORAMPHENICOL/MEROPENEM/QUINOLONE	25153194	TetR family transcriptional regulator AmrR	-
CAH35804.1	amrR	CAH35804.1	BX571965.1	BETA-LACTAM	CARBAPENEM	29394337	TetR family transcriptional regulator AmrR	-
CAH35804.1	amrR	CAH35804.1	BX571965.1	BETA-LACTAM	CARBAPENEM	29394337	TetR family transcriptional regulator AmrR	-
CAH35804.1	amrR	CAH35804.1	BX571965.1	BETA-LACTAM	CARBAPENEM	33285499	TetR family transcriptional regulator AmrR	-
CAH35804.1	amrR	CAH35804.1	BX571965.1	BETA-LACTAM	CARBAPENEM	29394337	TetR family transcriptional regulator AmrR	-
CAH35804.1	amrR	CAH35804.1	BX571965.1	BETA-LACTAM	CARBAPENEM	29394337	TetR family transcriptional regulator AmrR	-
CAH35804.1	amrR	CAH35804.1	BX571965.1	BETA-LACTAM	CARBAPENEM	29394337	TetR family transcriptional regulator AmrR	-
CAH35804.1	amrR	CAH35804.1	BX571965.1	BETA-LACTAM	CARBAPENEM	29394337	TetR family transcriptional regulator AmrR	-
CAH35804.1	amrR	CAH35804.1	BX571965.1	BETA-LACTAM	CARBAPENEM	29394337	TetR family transcriptional regulator AmrR	-
KMI01341.1	arnC	KMI01341.1	LFAY01000067.1	COLISTIN	COLISTIN		undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase ArnC	-
QNT80661.1	baeR	QNT80661.1	CP059041.1	BETA-LACTAM	CEFIDEROCOL	37345941	response regulator BaeR	-
QNT80662.1	baeS	QNT80662.1	CP059041.1	BETA-LACTAM	CEFIDEROCOL	37345941	two-component system sensor histidine kinase BaeS	-
AHW93633.1	baeS	AHW93633.1	CP007546.1	BETA-LACTAM	AZTREONAM/TEMOCILLIN/TICARCILLIN	37195180	two-component system sensor histidine kinase BaeS	-
ADF62939.1	baeS	ADF62939.1	CP001918.1	BETA-LACTAM	AZTREONAM/TEMOCILLIN/TICARCILLIN	37195180	two-component system sensor histidine kinase BaeS	-
OZX69954.1	basR	OZX69954.1	NQIR01000016.1	COLISTIN	COLISTIN	30863849	two-component system response regulator BasR	-
OZX69954.1	basR	OZX69954.1	NQIR01000016.1	COLISTIN	COLISTIN	30863849	two-component system response regulator BasR	-
OZX69954.1	basR	OZX69954.1	NQIR01000016.1	COLISTIN	COLISTIN	30863849	two-component system response regulator BasR	-
OZX69954.1	basR	OZX69954.1	NQIR01000016.1	COLISTIN	COLISTIN	30863849	two-component system response regulator BasR	-
OZX69954.1	basR	OZX69954.1	NQIR01000016.1	COLISTIN	COLISTIN	30863849	two-component system response regulator BasR	-
OZX69954.1	basR	OZX69954.1	NQIR01000016.1	COLISTIN	COLISTIN	30863849	two-component system response regulator BasR	-
OZX69954.1	basR	OZX69954.1	NQIR01000016.1	COLISTIN	COLISTIN	30863849	two-component system response regulator BasR	-
OZX69954.1	basR	OZX69954.1	NQIR01000016.1	COLISTIN	COLISTIN	30863849	two-component system response regulator BasR	-
OZX69954.1	basR	OZX69954.1	NQIR01000016.1	COLISTIN	COLISTIN	30863849	two-component system response regulator BasR	-
OZX69954.1	basR	OZX69954.1	NQIR01000016.1	COLISTIN	COLISTIN	32764996	two-component system response regulator BasR	-
OZX69954.1	basR	OZX69954.1	NQIR01000016.1	COLISTIN	COLISTIN	30863849	two-component system response regulator BasR	-
OZX69954.1	basR	OZX69954.1	NQIR01000016.1	COLISTIN	COLISTIN	30863849	two-component system response regulator BasR	-
OZX69954.1	basR	OZX69954.1	NQIR01000016.1	COLISTIN	COLISTIN	29914952	two-component system response regulator BasR	-
	blaOXA-143		CP049806.1	BETA-LACTAM	CARBAPENEM	32582088	blaOXA-143 promoter region	-
	blaOXA-143		CP049806.1	BETA-LACTAM	CARBAPENEM	32582088	blaOXA-143 promoter region	-
	blaOXA-61		CP022079.1	BETA-LACTAM	CARBAPENEM	24408987,37358413	blaOXA-61 promoter region	-
	blaOXY		CP026715.1	BETA-LACTAM	CEPHALOSPORIN	7574532	blaOXY promoter region	-
	blaOXY		CP026715.1	BETA-LACTAM	CEPHALOSPORIN	10103190,8834898	blaOXY promoter region	-
